STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
1348,"WARD LAKE AT SHILONG EAST, 
KHASI HILL DT., MEGHALA",LAKE,MEGHALAYA,10,21,6.2,9,7.1,8,135,180,4,6,0.1,0.6,790,1700,2700,3900,2018
1459,"THADLASKEIN LAKE, 
MEGHALAYA",LAKE,MEGHALAYA,11,22,6.2,8.2,6.7,7.3,40,59,1.4,2.2,0.3,0.8,14,24,70,130,2018
3346,"UMIAM LAKE AT OUTFALL OF 
UMIAM RIVER INTO LAKE, RI",LAKE,MEGHALAYA,15,24,3,7.7,6.8,8.3,85,155,4.6,10,0.6,2,2000,2700,3600,5800,2018
3347,"UMIAM LAKE AT MIDDLE 
POINT, RI BHOI",LAKE,MEGHALAYA,14,24,4.6,11.5,7.2,9.8,81,125,4,8.6,0.5,1.5,1100,2300,2700,4300,2018
3348,"UMIAM LAKE ATNEAR UNITED 
CHRISTIAN COLLEGE, RI BH",LAKE,MEGHALAYA,15,26,3,6.2,6.9,9.8,79,144,4.2,7.8,0.3,1,1300,2200,2400,4400,2018
3349,"TASEK LAKE AT SONGSAK 
(NAPHAK), EAST GARO HILLS",LAKE,MEGHALAYA,15,30,6.3,7.5,6.8,7.4,58,85,1.4,2,0.3,0.4,24,36,84,210,2018
2437,CHILKA LAKE (RAMSAR SITE),LAKE,ODISHA,24,32,5.1,8.1,7.4,8.3,1950,55320,1,2.7,0,2.1,2,9200,2,9200,2018
2438,ANSHUPA,LAKE,ODISHA,23,32,5.4,10,6.8,8.3,106,247,1,3.9,0,1.5,20,3500,230,9200,2018
3953,CHILKA AT RAMBHA,LAKE,ODISHA,11,26,6.2,11,7.9,9.1,12580,31890,0.3,2,0,1.9,2,2200,BDL,3500,2018
3954,"TAMPADA LAKE AT 
CHHATRAPUR",LAKE,ODISHA,12,25,4.5,12.5,7.3,8.5,323,934,4.4,16.9,0,5.1,20,3300,40,11000,2018
3955,ANSHUPA AT SUBARANAPUR,LAKE,ODISHA,23,32,6.3,9.4,6.6,8.1,104,240,0.6,4.3,0.1,4.2,20,2400,78,2800,2018
3956,ANSHUPA AT BISHNUPUR,LAKE,ODISHA,22,32,3.4,9.4,6.7,8.3,106,199,0.5,4.4,0.1,1.6,20,2400,78,5400,2018
3957,ANSHUPA AT SARAANDAGARH,LAKE,ODISHA,23,32,4.8,11,6.9,8.2,105,206,0.8,4.8,0.1,2.4,20,3500,93,9200,2018
2431,"BINDUSAGAR ( RELIGIOUS 
POND OF BHUBANESWAR 
CITY)",POND,ODISHA,19,31,3.5,7.7,7.1,8.4,387,477,1,4.9,0.3,3.8,130,160000,260,160000,2018
2432,"NARENDRA POKHARI ( 
RILIGIOUS POND OF PURI CITY)",POND,ODISHA,22,30,5,13.4,8,9.1,642,1007,3.8,9.5,0.1,3.8,2,16000,2,16000,2018
2433,"MARKANDA POKHARI ( 
RILIGIOUS POND OF PURI CITY)",POND,ODISHA,22,30,4.7,18.3,7.3,9,608,1517,3.6,8.1,3.2,15.6,2,16000,2,16000,2018
2434,"INDRADYUMNA TANK ( 
RILIGIOUS POND OF PURI CITY)",POND,ODISHA,20,31,3.3,9.8,7.6,8.8,332,701,3.2,7,0.1,2.3,78,16000,270,54000,2018
2435,"SWETAGANGA ( RILIGIOUS 
POND OF PURI CITY)",POND,ODISHA,20,30,1.6,12.9,6.6,9,528,1266,4.1,16.4,0.6,7.8,330,16000,790,16000,2018
2436,"PARVATI SAGAR ( RILIGIOUS 
POND OF PURI CITY)",POND,ODISHA,24,32,4.8,14.8,6.6,8.9,249,683,3.1,17.8,0.1,1.9,20,16000,130,16000,2018
3962,"JAGANNATH SAGAR POND OF 
JEYPORE",POND,ODISHA,16,32,6.5,7.6,6.8,8.5,93,639,0.7,2.8,0.1,2.5,20,2500,45,4300,2018
3963,RANIGUDA POND,POND,ODISHA,21,34,2.3,16.2,7.4,8.8,595,1020,2.5,18.1,0.5,6.5,20,16000,170,16000,2018
1396,"OSTERI LAKE, PONDICHERRY",LAKE,PUDUCHERRY,29,35,8,66,8.3,9.1,293,575,0,3,BDL,0.1,22,22,50,350,2018
1686,"BAHOUR LAKE, PONDICHERRY",LAKE,PUDUCHERRY,29,34,5.5,8.9,6.6,8.5,335,748,0,3,0,1.7,27,80,130,220,2018
1297,"HARIKE LAKE AT HARIKE 
VILLAGE, PUNJAB",LAKE,PUNJAB,12,32,6.3,7.6,7,7.8,183,368,1.6,3,0.8,1.5,230,2200,490,4700,2018
1382,"HARIKE LAKE D/S FROM 
CANAL, PUNJAB",LAKE,PUNJAB,12,34,6.3,7.8,7,7.9,234,334,1.6,3,0.7,1.4,230,2100,490,4300,2018
2912,"RANJIT SAGAR RESERVOIR, 
PUNJAB",LAKE,PUNJAB,11,29,7.8,8.3,7.2,7.9,148,222,0,BDL,BDL,0.7,33,79,70,140,2018
1285,"PICHOLA LAKE AT UDAIPUR 
(WATER INTAKE POINT), RAJA",LAKE,RAJASTHAN,16,32,6,7.2,7.9,8.9,530,700,0.6,2.3,1.7,3.1,9,372,28,150,2018
1286,"UDAISAGAR LAKE AT UDAIPUR 
(INTAKE PT.) RAJASTHAN",LAKE,RAJASTHAN,16,30,5.4,6.1,7.9,8.8,1060,1480,1.7,4,0,2.7,14,28,28,150,2018
1414,"PUSHKAR LAKE, RAJASTHAN",LAKE,RAJASTHAN,18,29,2.3,5.7,6.7,7.9,330,750,1.5,9.6,1.1,3.1,7,20,14,120,2018
1481,"FATEH SAGAR LAKE AT 
UDAIPUR INTAKE POINT OF 
PHED,",LAKE,RAJASTHAN,16,31,6.2,7.2,7.9,8.7,610,780,0.9,3.3,1.7,3.1,11,20,75,150,2018
1714,"KAYALANA JHEEL JODHPUR, 
RAJASTHAN",LAKE,RAJASTHAN,21.2,34,5.3,9.2,7.4,9,250,360,0.6,2.7,1.3,4.5,4,11,7,28,2018
1716,"NAKKI LAKE, MT. ABU, 
RAJASTHAN",LAKE,RAJASTHAN,10,27.5,4.6,6.5,7.3,8.1,240,300,0.2,2.8,1.8,3.1,4,14,7,28,2018
2935,"LAKE JET SAGAR, BUNDI, 
RAJASTHAN",LAKE,RAJASTHAN,18,31,2.7,5.4,7.4,8.3,410,790,0.9,3.7,1.3,3.2,7,64,20,150,2018
2937,"LAKE SILISERH, ALWAR, 
RAJASTHAN",LAKE,RAJASTHAN,17,33,5.4,7.3,7.3,8.3,210,330,1.1,3.1,1.8,3.1,4,14,7,28,2018
2938,"LAKE RAJSAMAND, 
RAJSAMAND POINT NO. 1, 
RAJSAMAND,",LAKE,RAJASTHAN,19,28,3.2,5.7,7.9,8.4,510,710,0.6,3.3,2.1,3.1,7,20,28,93,2018
2939,"LAKE RAJSAMAND, 
RAJSAMAND POINT NO. 2, 
RAJSAMAND,",LAKE,RAJASTHAN,18.5,27.5,3.3,5.7,7.9,8.4,480,720,0.7,3.2,1.8,3.1,7,14,28,75,2018
2940,"GAPE SAGAR LAKE, 
DUNGARPUR, RAJASTHAN",LAKE,RAJASTHAN,12,28,4.2,5.4,7.4,8.1,520,960,0.9,4.4,1.8,2.7,7,21,28,93,2018
2943,"LODHA TALAB, BANSWARA 
DUNGARPUR ROAD, 
BANSWARA, R",LAKE,RAJASTHAN,18,29,3.2,5.7,6.8,8.3,630,1110,1.1,3.7,2.3,3.1,14,28,75,150,2018
2944,"JALMAHAL, JAIPUR, 
RAJASTHAN",LAKE,RAJASTHAN,18,32,1.8,7.2,7.2,9,440,5300,3.2,28,0,3.1,21,75,150,210,2018
4179,"BADI KA TALAB, UDAIPUR",POND,RAJASTHAN,16,30,6.2,7.2,7.8,8.2,340,500,0.8,2.1,2.5,3.1,4,14,11,28,2018
1420,"KODAI KANAL LAKE, 
TAMILNADU",LAKE,TAMIL NADU,17,25,6.5,7.4,6.4,7.3,102,163,2.1,6.1,0.3,2.4,33,79,48,84,2018
1421,"UDHAGAMADALEM LAKE 
(OOTY), TAMILNADU",LAKE,TAMIL NADU,16,18,2,6.6,6.5,7.4,6,630,1.6,13.2,0.5,3.4,110,2200,390,4700,2018
1452,"YERCAUD LAKE, SALEM, 
TAMILNADU",LAKE,TAMIL NADU,25,28,6.2,8.6,6.2,7.9,286,426,0.8,8.1,0.4,1.6,78,630,380,1400,2018
3007,"VEERANAM LAKE AT 
CUDDALORE, TAMILNADU",LAKE,TAMIL NADU,29,35,3.9,7.9,7.5,8.3,256,529,0.9,6.9,0.3,1,34,1100,130,2800,2018
3008,"POONDI LAKE AT 
THIRUVALLUR, TAMILNADU",LAKE,TAMIL NADU,8.1,32,3.1,7.4,7.1,8.9,364,2610,2,36,0.2,1.1,2,460,490,2220,2018
3009,"REDD HILLS AT THIRUVALLUR, 
TAMILNADU",LAKE,TAMIL NADU,31,31,4.2,7.6,7.5,9.2,396,575,2,10,0.1,1.3,2,210,260,2220,2018
3010,"PORUR LAKE AT 
THIRUVALLUR, TAMILNADU",LAKE,TAMIL NADU,31,31,4.3,7.8,6.3,9.1,360,1373,2,17,0.1,1.2,2,340,320,2800,2018
3011,"PULICATE LAKE AT 
THIRUVALLUR, TAMILNADU",LAKE,TAMIL NADU,31,31,2.9,7,6.3,8.1,29900,181400,2,20,0,2.4,2,110,BDL,1400,2018
1391,"HUSSAIN SAGAR LAKE, 
BUDAMERU",LAKE,TELANGANA,20,29,0.1,2.2,7.3,7.8,1204,1588,10,22,1.2,26.4,20,480,260,15000,2018
1788,"SAROONAGAR , RANGA REDDY 
DIST.",LAKE,TELANGANA,26,34,0,0.1,7.1,7.7,1088,1711,14,28,0.6,24.1,40,420,520,14500,2018
1789,"HIMAYAT SAGAR LAKE , 
R.R.DIST.",LAKE,TELANGANA,26,31,5,6.6,7.5,9.2,302,378,1,3,0.2,2.4,2,30,10,200,2018
2340,"LAXMINARAYANA CHEVURU 
AT EDULABAD, RANGAREDDY",LAKE,TELANGANA,25,28,2.3,5.4,6.9,8.6,1197,1469,6,18,1.2,5.5,2,180,140,8000,2018
2341,"MIRALAM LAKE NEAR ZOO 
PARK, RANGAREDDY",LAKE,TELANGANA,26,34,0,3.9,7.3,7.9,1355,1678,6,20,2.1,11.6,2,220,80,12000,2018
2342,"NOOR MD. KUNTA, 
KATTEDAN, RANGAREDDY",LAKE,TELANGANA,26,30,0,0.1,7.4,8,1870,2988,24,45,1.6,23.6,20,800,370,11000,2018
3068,"RAMAPPA LAKE, WARANGAL",LAKE,TELANGANA,26,32,5.1,6.8,7.2,8.2,215,390,2,3,0,1.6,2,25,10,300,2018
3069,"SHAMEERPET LAKE, 
SHAMEERPET, RANGA REDDY",LAKE,TELANGANA,25,28,3.9,6,7.1,8.1,435,771,2,8,0.3,2.6,2,120,10,500,2018
3070,"FOX SAGAR, JEEDIMETLA, 
RANGA REDDY",LAKE,TELANGANA,26,29,0.9,4.1,7.1,7.9,980,1480,6,16,0.2,13.9,2,320,120,8000,2018
3071,"LANGARHOUSE LAKE, 
HYDERABAD",LAKE,TELANGANA,26,29,0.1,1.1,7.1,7.6,1085,1534,10,39,0.1,18,2,800,120,16500,2018
3072,"SAFILGUDA LAKE, RANGA 
REDDY",LAKE,TELANGANA,20,29,0,2.3,7.4,7.8,1210,1790,10,20,0.9,22.1,2,800,176,14000,2018
3073,"HASMATHPET LAKE, 
HASMATHPET, RANGA REDDY",LAKE,TELANGANA,24,29,0,1,7.4,8,1180,1617,14,20,3.8,15.6,2,800,110,10500,2018
3074,"BANJARA LAKE, BANJARA 
HILLS, RANGA REDDY",LAKE,TELANGANA,18,29,0,1,7,7.8,880,1296,12,60,0.3,18,2,800,220,13000,2018
4229,NEKNAMPUR LAKE,LAKE,TELANGANA,25,29,0,0.5,7.1,7.3,1162,1816,15,40,0,48.5,2,420,21,800,2018
4234,"UMDA SAGAR LAKE, 
SHAMSHABAD",LAKE,TELANGANA,26,29,2,44.1,7.2,8.8,686,1140,1,16,0.2,38.3,2,96,17,1600,2018
4235,"LAKE KAMUNI ( SHAMSHABAD 
LAKE)",LAKE,TELANGANA,27,33,0,5.5,7.3,8.3,1345,1947,9,23,2.2,23,2,220,14,580,2018
2344,"NALLA CHEVURU, 
RANGAREDDY",POND,TELANGANA,27,30,0.1,0.1,7.6,7.9,1480,1652,20,22,0,28.4,30,60,400,10500,2018
2345,"SAI CHEVURU, NEAR TANNERY 
INDUSTRIES, DESAIPET, WA",POND,TELANGANA,25,31,0,4.2,6.9,8.4,3460,30590,28,286,1.2,49.6,2,480,480,35525,2018
2346,"BHADRAKALI CHEVURU, 
BHADRAKALI TEMPLE, 
WARANGAL",POND,TELANGANA,24,32,3.8,5.8,7.1,8.4,386,798,2,3,0.1,3.7,2,23,17,800,2018
2347,"ASANI KUNTA, KAJIPALLY, 
MEDAK",POND,TELANGANA,24,30,0,0.1,5.4,7.7,7040,12580,99,278,40.8,62.8,4,100,125,3225,2018
2357,DURGAM CHEVURU,POND,TELANGANA,26,36,1,3.9,7.2,8.1,1007,1380,4,18,0.5,26,2,220,120,9750,2018
2359,PEDDA CHEVURU,POND,TELANGANA,26,34,0,1,7.2,7.8,1330,1968,11,29,1.1,50,2,520,236,12000,2018
3075,"RANGADHAMUNI CHERUVU, 
RANGA REDDY",POND,TELANGANA,26,32,0,2.6,7.2,7.9,921,1610,8,20,0.9,21.1,10,480,180,12000,2018
3076,"AMBER CHERUVU, 
KUKATPALLY, RANGA REDDY",POND,TELANGANA,26,30,0,2,7.4,7.9,1240,1708,12,32,2,23,2,800,162,10500,2018
3077,"KAPRA CHERUVU, KAPRA, 
RANGA REDDY",POND,TELANGANA,26,30,1.9,4,7.3,8.1,1189,1614,6,12,2.3,8.7,2,420,156,5500,2018
3078,"PRAGATHINAGAR CHERUVU, 
KUKATPALLY, RANGA REDDY",POND,TELANGANA,25,28,0,1.9,7.3,7.9,1243,1758,14,38,0.6,9.8,2,480,120,1600,2018
1447,"DHARMASAGAR TANK NEAR 
WARANGAL",TANK,TELANGANA,24,30,5.2,6,7.5,8.4,257,410,2,3,0,1,2,24,8,200,2018
1464,BIBINAGAR TANK,TANK,TELANGANA,18,31,4.9,6.8,7.5,8.5,530,880,3,60,6.8,18.5,5,125,57,1450,2018
1780,"GANDIGUDEM , MEDAK 
DISTRICT",TANK,TELANGANA,24,34,4.8,7.9,7,8.1,1782,2414,16,24,0.4,52.3,6,250,124,4000,2018
1783,"KISTAREDDYPET TANK , 
MEDAK DIST.",TANK,TELANGANA,24,29,3.2,6.4,6.3,7.7,2586,5760,10,30,11,51.7,2,100,29,1675,2018
2343,"PREMAJIPET TANK, 
KATTEDAN, RANGAREDDY",TANK,TELANGANA,26,34,0,1.7,7.2,7.6,3270,5930,16,40,2.1,9.8,2,540,120,1600,2018
2358,MALLAPUR TANK,TANK,TELANGANA,26,30,0,0.1,7.2,8.1,1447,2008,22,41,0.3,13,55,800,320,18000,2018
3084,"WADDEPALLY TANK, KAZIPET, 
WARANGAL",TANK,TELANGANA,25,29,4.5,6.2,7.5,8.3,59,683,3,80,0.6,4.5,2,25,4,300,2018
3085,"CHINNA WADDEPALLY TANK, 
WARANGAL",TANK,TELANGANA,26,30,2,5,7.3,8.8,1114,1810,8,22,0.9,12.5,2,100,40,16875,2018
3086,"SAKI TANK, PATANCHERU, 
RANGA REDDY",TANK,TELANGANA,23,30,4.1,7.2,6.3,7.9,860,1326,3,8,10.6,34.4,2,100,22,1350,2018
4222,"KONERU, KONDAGATTU 
TEMPLE, JAGITIYAL",TANK,TELANGANA,26,28,0.1,4.6,7.1,7.8,514,2700,3,140,0.3,19.9,2,220,24,1600,2018
4223,"VEMULAWADA TEMPLE 
KONERU, KARIMNAGAR",TANK,TELANGANA,26,28,0.1,1.8,6.9,7.5,912,1688,12,190,0,35.6,2,27,56,520,2018
4224,"YADADRI TEMPLE, YADADRI, 
BORE WELL/ KONERU",TANK,TELANGANA,28,28,4.2,4.2,7.1,7.1,773,773,4,4,0,5.1,7,7,38,38,2018
4225,"JOGULAMBA TEMPLE, 
GADWAL",TANK,TELANGANA,27,30,3.2,6.2,7.5,8.3,456,988,2,24,0,11.2,9,80,15,240,2018
4228,"IBRAHIM CHERUVU, 
RAJENDRA NAGAR",TANK,TELANGANA,28,28,0,0.1,7.1,7.3,1424,1769,19,32,10.4,31,11,240,26,560,2018
4230,"KISTAIPALLY CHERUVU, 
KISTAIPALLY VILLAGE, 
JINNARAM",TANK,TELANGANA,24,29,5.7,8.5,6.9,7.6,3640,4710,7,18,10.5,24.4,2,5,9,52,2018
4231,"RAYAM CHERUVU, 
BONTHAPALLY VILLAGE, 
JINNARAM MANDA",TANK,TELANGANA,23,29,4.4,7,0.9,7.7,667,1054,5,88,7.5,54.4,2,32,35,63,2018
4232,"KOMATI CHERUVU, SIDDIPET 
TOWN, SIDIPET DISTRICT",TANK,TELANGANA,21,30,6.5,8.6,7.3,8,667,740,4,9,4.1,12.8,2,62,32,70,2018
4233,"GADDAPOTHARAM CHERUVU, 
GADDAPOTHARAM VILLAGE, 
JINN",TANK,TELANGANA,23,28,2.5,8.5,6.6,7.3,4760,5430,18,30,20.3,32.4,4,10,100,154,2018
4236,"PEDDA CHERUVU (NACHARAM 
CHERUVU)",TANK,TELANGANA,26,29,0,1,6.9,7.6,146,1550,20,30,4,69.5,2,800,23,1600,2018
4237,"MULLAKATWA CHERUVU, JI 
TECH CITY, MADHAPUR,",TANK,TELANGANA,26,29,0,4.3,7.2,8.6,1204,1843,14,57,0.3,56,2,420,19,1600,2018
4238,"AMEENPUR CHERUVU, 
AMEENPUR (V & M) 
SANGAREDDY DIST",TANK,TELANGANA,25,29,6.2,7.4,6.9,8,1077,1268,6,13,20.4,28.4,6,10,79,180,2018
4239,"MAHABOOBSAGAR TANK 
SANGAREDDY (V & M) 
SANGAREDDY D",TANK,TELANGANA,24,28,6.5,6.9,7,8.5,1030,1282,5,12,10.3,19.3,2,12,27,162,2018
4240,"MUTHANGI TANK, MUTHANGI 
(V), PATANCHERU (M) 
SANGAR",TANK,TELANGANA,23,28,5.2,7.1,5.5,8.3,1138,1280,4,10,0,26.5,2,60,25,48,2018
4241,"CHITKUL TANK, CHITKUL (V) 
PATANCHERU (M) 
SANGAREDD",TANK,TELANGANA,25,28,5.6,6.8,6.5,7.9,1692,1944,4,13,20.5,32.6,3,6,38,100,2018
4242,"LAKADARAM CHERUVU, 
LAKADARAM (V) PATANCHERU 
(M) SA",TANK,TELANGANA,25,26,4.2,6.2,7.2,8.1,1442,1866,3.2,5,0,50,2,3,26,70,2018
4243,"ISNAPUR TANK, ISNAPUR (V) 
PATANCHERU 9M) 
SANGAREDD",TANK,TELANGANA,24,28,2.5,6.5,6.7,7.9,5930,8793,3,88,38.9,59.9,2,12,70,136,2018
4244,"YERDANOOR TANK, 
YERDANOOR (V) SANGAREDDY 
DISTRICT",TANK,TELANGANA,24,29,6.6,7.9,6.9,8,1065,2871,4,11.8,30.3,45.3,2,4,29,90,2018
4245,"MALLEPALLY TANK 
MALLEPALLY (V) KONDAPUR 
(M) SANGAR",TANK,TELANGANA,25,28,6.1,7.6,7.2,8.7,1640,4320,4.8,14,16.6,48.3,2,6,36,110,2018
4247,"MUCHARLA NAGARAM 
CHERUVU, WARANGAL",TANK,TELANGANA,25,28,2.6,4.7,6.9,9,909,1320,10,18,2,15.5,2,94,69,480,2018
4248,"KOTI CHERUVU, 
HANAMKONDA, WARANGAL",TANK,TELANGANA,25,30,1.6,5.4,6.9,7.8,1012,1240,6,26,2.1,10.8,2,43,94,468,2018
4249,"RANGASAMUDRAM, 
WARANGAL",TANK,TELANGANA,25,29.5,2.1,4.6,7.4,7.9,1014,1821,8,16,0.6,2.4,2,52,32,481,2018
4302,"RUDRARAM TANK, 
RUDRARAM (V)PATANCHERU 
(M) SANGARED",TANK,TELANGANA,21,28,3.2,7.4,6.6,7.2,2071,2814,7,14,22.5,38.6,2,65,36,96,2018
1727,"LAXMI NARAYAN BARI PALACE 
COMPOUND, TRIPURA",LAKE,TRIPURA,20.5,30,6.3,8.5,6.9,9,71,159,0.2,1,0.2,0.7,110,150,220,280,2018
1728,"RUDRASAGAR, SONUMURA, 
TRIPURA",LAKE,TRIPURA,20.5,29.5,5.9,8.3,6.1,8.4,107,187,0.6,2.9,0.3,0.8,110,170,210,350,2018
3391,"DHAMBUR LAKE, DHALAI",LAKE,TRIPURA,20.5,29,6.1,7.9,6.3,8,61,139,0.2,0.8,0.2,0.5,94,170,210,280,2018
4192,MBB COLLAGE LAKE,LAKE,TRIPURA,24,28.5,7.1,7.8,7.2,7.9,122,212,0.8,2,0.4,0.6,110,150,220,280,2018
4193,DIMASAGAR LAKE,LAKE,TRIPURA,24,28.5,7.3,8.4,7.1,7.9,110,187,0.7,2.4,0.3,0.7,130,280,240,480,2018
3392,"SHIPAHIJALA POND, WEST 
TRIPURA",POND,TRIPURA,20,29,5.1,6.9,6.8,8.7,69,142,0.2,0.7,0.1,0.6,110,170,210,350,2018
3393,"BRAMAKUNDA POND, WEST 
TRIPURA",POND,TRIPURA,20.5,30,5.2,7.4,6.7,8.8,72,157,0.2,0.9,0.2,0.7,110,170,220,280,2018
3394,"KALYANSAGAR AT 
MATARBARI, SOUTH TRIPURA",POND,TRIPURA,21,29,6.5,8.9,7,9,86,164,0.4,1.2,0.2,0.8,140,240,220,430,2018
3395,"MAHADEB DIGHI, SOUTH 
TRIPURA",POND,TRIPURA,21,29,6.9,8.6,7,8.8,73,149,0.2,1.1,0.1,0.8,110,170,220,350,2018
3396,"JAGANNATH DIGHI, SOUTH 
TRIPURA",POND,TRIPURA,21,29,6.7,8.9,6.8,8.9,82,167,0.2,1.2,0.2,0.4,110,170,220,350,2018
4194,LALBAHADUR DIGHI POND,POND,TRIPURA,24,28.5,5.5,7.3,6.3,7.1,110,216,0.6,2.7,0.3,0.5,120,170,220,350,2018
4195,DURGABARI POND,POND,TRIPURA,24.5,29,6.2,7,7.3,8.3,122,213,0.5,2.6,0.3,0.5,120,240,220,350,2018
4196,RADHANAGAR POND,POND,TRIPURA,24.5,29,7.6,8.8,6.8,7.4,132,215,0.8,3.8,0.4,0.8,130,280,240,430,2018
4197,"CHATURDASH DEBATA BARI 
POND",POND,TRIPURA,23.5,28.5,7.1,7.9,7,7.9,106,178,0.5,2,0.3,0.5,110,170,220,280,2018
4221,KATAL DIGHI POND,POND,TRIPURA,24.5,28,6.6,7.3,6.4,7.7,109,157,0.4,2,0.4,0.8,150,220,220,350,2018
2499,"SAMARPUR JHEEL, RAEBARELI",LAKE,"UTTAR 
PRADESH",20,28,5.8,7.2,7.8,8.1,251,477,4,5,0.9,1,5100,6900,7800,8600,2018
1765,"RABINDRASAROVAR 
NATIONAL LAKE, CALCUTTA, 
WEST BENGAL",LAKE,WEST BENGAL,20,33,8.1,14.2,7.6,8.7,40,626,1.7,6.1,0.3,0.6,700,130000,1300,230000,2018
2503,"HATISHALA GHAT ON 
DUDHPUKUR AT 
TARAKESHWAR",LAKE,WEST BENGAL,20,36,4.8,18.6,7.4,8.8,624,724,3.1,21.6,0,3.5,23000,140000,30000,170000,2018
2504,"MAINH GHAT ON DUDHPUKUR 
AT TARAKESHWAR",LAKE,WEST BENGAL,20,36,5.5,24.3,7.6,8.9,622,717,3,40.2,BDL,4.6,30000,220000,50000,280000,2018
2505,"HANUMAN GHAT ON 
DUDHPUKUR AT 
TARAKESHWAR",LAKE,WEST BENGAL,20,36,6.5,25,7.7,8.9,641,718,1.5,44.2,0,2.7,13000,130000,23000,170000,2018
2519,"KOCHBIHAR LAKE (SAGAR 
DIGHI)",LAKE,WEST BENGAL,10,29,6.2,8.6,6.8,8.1,5,197,1.4,3.6,0,0.5,2600,9000,9000,28000,2018
2520,MIRIKH LAKE,LAKE,WEST BENGAL,4,20,6.2,7.2,6.9,8.1,88,197,2.4,3.6,0.2,0.7,2200,8000,5000,26000,2018
2521,WATER RESERVIOR AT DELO,LAKE,WEST BENGAL,9,24,7.1,8.6,7.1,7.9,24,52,0.6,2.8,0.1,0.5,110,340,260,1400,2018
2522,"SINCHAL LAKE FOR 
DARJEELING",LAKE,WEST BENGAL,2,18,7.2,8.8,7,8.3,11,42,0.8,1.9,0,0.5,90,340,140,1400,2018
2539,BELBONI LAKE NEAR BARJORA,LAKE,WEST BENGAL,19,33,5.4,8.4,7,8,178,244,1.5,2.8,BDL,0.2,1100,9000,1400,14000,2018
2544,SAHEBBANDH AT PURULIA,LAKE,WEST BENGAL,17.5,32,4.1,9.7,7,8.1,438,550,2.5,3.8,BDL,1.1,3000,11000,5000,17000,2018
1790,"PULICATE LAKE , NELLORE DIST",LAKE,"ANDHRA 
PRADESH",18,28,4.9,5.5,6.7,8.2,21840,47890,2.2,2.8,0.46,2.8,3,4,210,1600,2019
2353,"KONDAKARLA-AAVA LAKE, PARAWADA 
PHARMA CITY, VISHAKHAPATNAM",LAKE,"ANDHRA 
PRADESH",24,30,5,6.8,7,8.5,714,1950,1.6,4.2,0,5.82,11,23,150,1100,2019
4368,"KOLLERU LAKE KOKKIRAYALANKA (V), 
KAILALUR (M)",LAKE,"ANDHRA 
PRADESH",25,28,3.7,7.5,7.2,8.1,979,14730,1.7,5.4,0,3.47,4,20,150,1300,2019
4391,"CHENGAMBAKAM TANK IN SRI CITY SEZ, 
TIRUPATHI",TANK,"ANDHRA 
PRADESH",25,36,3.2,6.1,6.8,7.9,228,1098,2,22,0,4.4,100,200,400,1400,2019
1529,"DEEPAR BEEL, ASSAM",LAKE,ASSAM,22,34,4.6,11,7.1,8,144,273,2.7,4.8,1.1,2,2,360,360,1500,2019
2205,"MER BEEL AT MADHABPUR, ASSAM",LAKE,ASSAM,13,32,0.4,8.2,6.3,7.7,29,228,1.3,18,0.8,2.4,300,730,720,2000,2019
2206,"DALONI BEEL NEAR JOGIGHOPA, ASSAM",LAKE,ASSAM,22,36,4.7,5.7,7.2,8.1,51,213,1.8,2.6,0.8,2.1,2,360,300,2300,2019
2218,"DEEPAR BEEL AT BORAGAON NEAR IASST, 
GUWAHATI, ASSAM",LAKE,ASSAM,22,34,3.7,10,7.1,7.9,146,275,2.6,4.6,1.1,2.1,2,730,720,1500,2019
3804,SON BEEL WATER AT KARIMGANJ,LAKE,ASSAM,20,26,4.1,5.4,6.4,7.4,88,126,1.2,4,0.7,1.3,300,730,720,2000,2019
4337,"KAMALABARI LAKE INSIDE KAMALABARI 
CHILDREN,S PARK, GELEKY",LAKE,ASSAM,18,31,5.5,6.3,6.9,7.6,32,46,1.3,2.3,0.5,1.3,2,300,2,720,2019
1263,"ELANGABEEL SYSTEM POND (CONNECTED TO 
R. KOLANG), ASSAM",POND,ASSAM,22,32,2,5.3,7.1,8,396,953,2.7,17.5,1.3,2.8,2,730,360,2800,2019
2207,"BOR BEEL AT JAKAI., ASSAM",POND,ASSAM,12,29,2,6.5,6.3,7.7,28,258,1.3,4.5,0.9,1.9,300,1100,300,3500,2019
2208,"BORPUKHURI, NAZIRA, ASSAM",POND,ASSAM,19,34,6,7.8,7,7.8,24,42,1.2,2.8,0.6,1.4,2,360,2,730,2019
2209,"GAURISAGAR TANK, GAURISAGAR, ASSAM",POND,ASSAM,18,31,5,7.5,6.5,7.3,20,240,1.1,3.7,0.2,1.3,2,730,2,1500,2019
2210,"RAJMAW PUKHURI, JORHAT, ASSAM",POND,ASSAM,18,32,5.2,7.8,6.7,7.9,47,85,1.4,3.7,0.2,2,2,730,2,1500,2019
